Date,Country/Region,Province/State,Lat,Long,Confirmed,Recovered,Deaths,Territory
3/30/2020,Afghanistan,,33,65,170,2,4,Afghanistan
3/31/2020,Afghanistan,,33,65,174,5,4,Afghanistan
4/1/2020,Afghanistan,,33,65,237,5,4,Afghanistan
4/2/2020,Afghanistan,,33,65,273,10,6,Afghanistan
4/3/2020,Afghanistan,,33,65,281,10,6,Afghanistan
4/4/2020,Afghanistan,,33,65,299,10,7,Afghanistan
4/5/2020,Afghanistan,,33,65,349,15,7,Afghanistan
4/6/2020,Afghanistan,,33,65,367,18,11,Afghanistan
4/7/2020,Afghanistan,,33,65,423,18,14,Afghanistan
4/8/2020,Afghanistan,,33,65,444,29,14,Afghanistan
4/9/2020,Afghanistan,,33,65,484,32,15,Afghanistan
4/10/2020,Afghanistan,,33,65,521,32,15,Afghanistan
4/11/2020,Afghanistan,,33,65,555,32,18,Afghanistan
4/12/2020,Afghanistan,,33,65,607,32,18,Afghanistan
4/13/2020,Afghanistan,,33,65,665,32,21,Afghanistan
4/14/2020,Afghanistan,,33,65,714,40,23,Afghanistan
4/15/2020,Afghanistan,,33,65,784,43,25,Afghanistan
4/16/2020,Afghanistan,,33,65,840,54,30,Afghanistan
4/17/2020,Afghanistan,,33,65,906,99,30,Afghanistan
4/18/2020,Afghanistan,,33,65,933,112,30,Afghanistan
4/19/2020,Afghanistan,,33,65,996,131,33,Afghanistan
4/20/2020,Afghanistan,,33,65,1026,135,36,Afghanistan
4/21/2020,Afghanistan,,33,65,1092,150,36,Afghanistan
1/22/2020,Albania,,41.1533,20.1683,0,0,0,Albania
1/23/2020,Albania,,41.1533,20.1683,0,0,0,Albania
1/24/2020,Albania,,41.1533,20.1683,0,0,0,Albania
1/25/2020,Albania,,41.1533,20.1683,0,0,0,Albania
1/26/2020,Albania,,41.1533,20.1683,0,0,0,Albania
1/27/2020,Albania,,41.1533,20.1683,0,0,0,Albania
1/28/2020,Albania,,41.1533,20.1683,0,0,0,Albania
1/29/2020,Albania,,41.1533,20.1683,0,0,0,Albania
1/30/2020,Albania,,41.1533,20.1683,0,0,0,Albania
1/31/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/1/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/2/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/3/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/4/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/5/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/6/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/7/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/8/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/9/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/10/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/11/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/12/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/13/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/14/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/15/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/16/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/17/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/18/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/19/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/20/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/21/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/22/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/23/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/24/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/25/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/26/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/27/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/28/2020,Albania,,41.1533,20.1683,0,0,0,Albania
2/29/2020,Albania,,41.1533,20.1683,0,0,0,Albania
3/1/2020,Albania,,41.1533,20.1683,0,0,0,Albania
3/2/2020,Albania,,41.1533,20.1683,0,0,0,Albania
3/3/2020,Albania,,41.1533,20.1683,0,0,0,Albania
3/4/2020,Albania,,41.1533,20.1683,0,0,0,Albania
3/5/2020,Albania,,41.1533,20.1683,0,0,0,Albania
3/6/2020,Albania,,41.1533,20.1683,0,0,0,Albania
3/7/2020,Albania,,41.1533,20.1683,0,0,0,Albania
3/8/2020,Albania,,41.1533,20.1683,0,0,0,Albania
3/9/2020,Albania,,41.1533,20.1683,2,0,0,Albania
3/10/2020,Albania,,41.1533,20.1683,10,0,0,Albania
3/11/2020,Albania,,41.1533,20.1683,12,0,1,Albania
3/12/2020,Albania,,41.1533,20.1683,23,0,1,Albania
3/13/2020,Albania,,41.1533,20.1683,33,0,1,Albania
3/14/2020,Albania,,41.1533,20.1683,38,0,1,Albania
3/15/2020,Albania,,41.1533,20.1683,42,0,1,Albania
3/16/2020,Albania,,41.1533,20.1683,51,0,1,Albania
3/17/2020,Albania,,41.1533,20.1683,55,0,1,Albania
3/18/2020,Albania,,41.1533,20.1683,59,0,2,Albania
3/19/2020,Albania,,41.1533,20.1683,64,0,2,Albania
3/20/2020,Albania,,41.1533,20.1683,70,0,2,Albania
3/21/2020,Albania,,41.1533,20.1683,76,2,2,Albania
3/22/2020,Albania,,41.1533,20.1683,89,2,2,Albania
3/23/2020,Albania,,41.1533,20.1683,104,2,4,Albania
3/24/2020,Albania,,41.1533,20.1683,123,10,5,Albania
3/25/2020,Albania,,41.1533,20.1683,146,17,5,Albania
3/26/2020,Albania,,41.1533,20.1683,174,17,6,Albania
3/27/2020,Albania,,41.1533,20.1683,186,31,8,Albania
3/28/2020,Albania,,41.1533,20.1683,197,31,10,Albania
3/29/2020,Albania,,41.1533,20.1683,212,33,10,Albania
3/30/2020,Albania,,41.1533,20.1683,223,44,11,Albania
3/31/2020,Albania,,41.1533,20.1683,243,52,15,Albania
4/1/2020,Albania,,41.1533,20.1683,259,67,15,Albania
4/2/2020,Albania,,41.1533,20.1683,277,76,16,Albania
4/3/2020,Albania,,41.1533,20.1683,304,89,17,Albania
4/4/2020,Albania,,41.1533,20.1683,333,99,20,Albania
4/5/2020,Albania,,41.1533,20.1683,361,104,20,Albania
4/6/2020,Albania,,41.1533,20.1683,377,116,21,Albania
4/7/2020,Albania,,41.1533,20.1683,383,131,22,Albania
4/8/2020,Albania,,41.1533,20.1683,400,154,22,Albania
4/9/2020,Albania,,41.1533,20.1683,409,165,23,Albania
4/10/2020,Albania,,41.1533,20.1683,416,182,23,Albania
4/11/2020,Albania,,41.1533,20.1683,433,197,23,Albania
4/12/2020,Albania,,41.1533,20.1683,446,217,23,Albania
4/13/2020,Albania,,41.1533,20.1683,467,232,23,Albania
4/14/2020,Albania,,41.1533,20.1683,475,248,24,Albania
4/15/2020,Albania,,41.1533,20.1683,494,251,25,Albania
4/16/2020,Albania,,41.1533,20.1683,518,277,26,Albania
4/17/2020,Albania,,41.1533,20.1683,539,283,26,Albania
4/18/2020,Albania,,41.1533,20.1683,548,302,26,Albania
4/19/2020,Albania,,41.1533,20.1683,562,314,26,Albania
4/20/2020,Albania,,41.1533,20.1683,584,327,26,Albania
4/21/2020,Albania,,41.1533,20.1683,609,345,26,Albania
1/22/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
1/23/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
1/24/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
1/25/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
1/26/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
1/27/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
1/28/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
1/29/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
1/30/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
1/31/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/1/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/2/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/3/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/4/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/5/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/6/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/7/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/8/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/9/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/10/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/11/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/12/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/13/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/14/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/15/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/16/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/17/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/18/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/19/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/20/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/21/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/22/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/23/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/24/2020,Algeria,,28.0339,1.6596,0,0,0,Algeria
2/25/2020,Algeria,,28.0339,1.6596,1,0,0,Algeria
2/26/2020,Algeria,,28.0339,1.6596,1,0,0,Algeria
2/27/2020,Algeria,,28.0339,1.6596,1,0,0,Algeria
2/28/2020,Algeria,,28.0339,1.6596,1,0,0,Algeria
2/29/2020,Algeria,,28.0339,1.6596,1,0,0,Algeria
3/1/2020,Algeria,,28.0339,1.6596,1,0,0,Algeria
3/2/2020,Algeria,,28.0339,1.6596,3,0,0,Algeria
3/3/2020,Algeria,,28.0339,1.6596,5,0,0,Algeria
3/4/2020,Algeria,,28.0339,1.6596,12,0,0,Algeria
3/5/2020,Algeria,,28.0339,1.6596,12,0,0,Algeria
3/6/2020,Algeria,,28.0339,1.6596,17,0,0,Algeria
3/7/2020,Algeria,,28.0339,1.6596,17,0,0,Algeria
3/8/2020,Algeria,,28.0339,1.6596,19,0,0,Algeria
3/9/2020,Algeria,,28.0339,1.6596,20,0,0,Algeria
3/10/2020,Algeria,,28.0339,1.6596,20,0,0,Algeria
3/11/2020,Algeria,,28.0339,1.6596,20,0,0,Algeria
3/12/2020,Algeria,,28.0339,1.6596,24,8,1,Algeria
3/13/2020,Algeria,,28.0339,1.6596,26,8,2,Algeria
3/14/2020,Algeria,,28.0339,1.6596,37,12,3,Algeria
3/15/2020,Algeria,,28.0339,1.6596,48,12,4,Algeria
3/16/2020,Algeria,,28.0339,1.6596,54,12,4,Algeria
3/17/2020,Algeria,,28.0339,1.6596,60,12,4,Algeria
3/18/2020,Algeria,,28.0339,1.6596,74,12,7,Algeria
3/19/2020,Algeria,,28.0339,1.6596,87,32,9,Algeria
3/20/2020,Algeria,,28.0339,1.6596,90,32,11,Algeria
3/21/2020,Algeria,,28.0339,1.6596,139,32,15,Algeria
3/22/2020,Algeria,,28.0339,1.6596,201,65,17,Algeria
3/23/2020,Algeria,,28.0339,1.6596,230,65,17,Algeria
3/24/2020,Algeria,,28.0339,1.6596,264,24,19,Algeria
3/25/2020,Algeria,,28.0339,1.6596,302,65,21,Algeria
3/26/2020,Algeria,,28.0339,1.6596,367,29,25,Algeria
3/27/2020,Algeria,,28.0339,1.6596,409,29,26,Algeria
3/28/2020,Algeria,,28.0339,1.6596,454,31,29,Algeria
3/29/2020,Algeria,,28.0339,1.6596,511,31,31,Algeria
3/30/2020,Algeria,,28.0339,1.6596,584,37,35,Algeria
3/31/2020,Algeria,,28.0339,1.6596,716,46,44,Algeria
4/1/2020,Algeria,,28.0339,1.6596,847,61,58,Algeria
4/2/2020,Algeria,,28.0339,1.6596,986,61,86,Algeria
4/3/2020,Algeria,,28.0339,1.6596,1171,62,105,Algeria
4/4/2020,Algeria,,28.0339,1.6596,1251,90,130,Algeria
4/5/2020,Algeria,,28.0339,1.6596,1320,90,152,Algeria
4/6/2020,Algeria,,28.0339,1.6596,1423,90,173,Algeria
4/7/2020,Algeria,,28.0339,1.6596,1468,113,193,Algeria
4/8/2020,Algeria,,28.0339,1.6596,1572,237,205,Algeria
4/9/2020,Algeria,,28.0339,1.6596,1666,347,235,Algeria
4/10/2020,Algeria,,28.0339,1.6596,1761,405,256,Algeria
4/11/2020,Algeria,,28.0339,1.6596,1825,460,275,Algeria
4/12/2020,Algeria,,28.0339,1.6596,1914,591,293,Algeria
4/13/2020,Algeria,,28.0339,1.6596,1983,601,313,Algeria
4/14/2020,Algeria,,28.0339,1.6596,2070,691,326,Algeria
4/15/2020,Algeria,,28.0339,1.6596,2160,708,336,Algeria
4/16/2020,Algeria,,28.0339,1.6596,2268,783,348,Algeria
4/17/2020,Algeria,,28.0339,1.6596,2418,846,364,Algeria
4/18/2020,Algeria,,28.0339,1.6596,2534,894,367,Algeria
4/19/2020,Algeria,,28.0339,1.6596,2629,1047,375,Algeria
4/20/2020,Algeria,,28.0339,1.6596,2718,1099,384,Algeria
4/21/2020,Algeria,,28.0339,1.6596,2811,1152,392,Algeria
1/22/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
1/23/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
1/24/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
1/25/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
1/26/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
1/27/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
1/28/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
1/29/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
1/30/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
1/31/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/1/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/2/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/3/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/4/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/5/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/6/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/7/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/8/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/9/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/10/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/11/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/12/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/13/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/14/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/15/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/16/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/17/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/18/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/19/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/20/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/21/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/22/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/23/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/24/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/25/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/26/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/27/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/28/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
2/29/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
3/1/2020,Andorra,,42.5063,1.5218,0,0,0,Andorra
3/2/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/3/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/4/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/5/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/6/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/7/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/8/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/9/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/10/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/11/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/12/2020,Andorra,,42.5063,1.5218,1,1,0,Andorra
3/13/2020,Andorra,,42.5063,1.5218,1,0,0,Andorra
3/14/2020,Andorra,,42.5063,1.5218,1,1,0,Andorra
3/15/2020,Andorra,,42.5063,1.5218,1,1,0,Andorra
3/16/2020,Andorra,,42.5063,1.5218,2,1,0,Andorra
3/17/2020,Andorra,,42.5063,1.5218,39,1,0,Andorra
3/18/2020,Andorra,,42.5063,1.5218,39,1,0,Andorra
3/19/2020,Andorra,,42.5063,1.5218,53,1,0,Andorra
3/20/2020,Andorra,,42.5063,1.5218,75,1,0,Andorra
3/21/2020,Andorra,,42.5063,1.5218,88,1,0,Andorra
3/22/2020,Andorra,,42.5063,1.5218,113,1,1,Andorra
3/23/2020,Andorra,,42.5063,1.5218,133,1,1,Andorra
3/24/2020,Andorra,,42.5063,1.5218,164,1,1,Andorra
3/25/2020,Andorra,,42.5063,1.5218,188,1,1,Andorra
3/26/2020,Andorra,,42.5063,1.5218,224,1,3,Andorra
3/27/2020,Andorra,,42.5063,1.5218,267,1,3,Andorra
3/28/2020,Andorra,,42.5063,1.5218,308,1,3,Andorra
3/29/2020,Andorra,,42.5063,1.5218,334,1,6,Andorra
3/30/2020,Andorra,,42.5063,1.5218,370,10,8,Andorra
3/31/2020,Andorra,,42.5063,1.5218,376,10,12,Andorra
4/1/2020,Andorra,,42.5063,1.5218,390,10,14,Andorra
4/2/2020,Andorra,,42.5063,1.5218,428,10,15,Andorra
4/3/2020,Andorra,,42.5063,1.5218,439,16,16,Andorra
4/4/2020,Andorra,,42.5063,1.5218,466,21,17,Andorra
4/5/2020,Andorra,,42.5063,1.5218,501,26,18,Andorra
4/6/2020,Andorra,,42.5063,1.5218,525,31,21,Andorra
4/7/2020,Andorra,,42.5063,1.5218,545,39,22,Andorra
4/8/2020,Andorra,,42.5063,1.5218,564,52,23,Andorra
4/9/2020,Andorra,,42.5063,1.5218,583,58,25,Andorra
4/10/2020,Andorra,,42.5063,1.5218,601,71,26,Andorra
4/11/2020,Andorra,,42.5063,1.5218,601,71,26,Andorra
4/12/2020,Andorra,,42.5063,1.5218,638,128,29,Andorra
4/13/2020,Andorra,,42.5063,1.5218,646,128,29,Andorra
4/14/2020,Andorra,,42.5063,1.5218,659,128,31,Andorra
4/15/2020,Andorra,,42.5063,1.5218,673,169,33,Andorra
4/16/2020,Andorra,,42.5063,1.5218,673,169,33,Andorra
4/17/2020,Andorra,,42.5063,1.5218,696,191,35,Andorra
4/18/2020,Andorra,,42.5063,1.5218,704,205,35,Andorra
4/19/2020,Andorra,,42.5063,1.5218,713,235,36,Andorra
4/20/2020,Andorra,,42.5063,1.5218,717,248,37,Andorra
4/21/2020,Andorra,,42.5063,1.5218,717,282,37,Andorra
1/22/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
1/23/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
1/24/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
1/25/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
1/26/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
1/27/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
1/28/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
1/29/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
1/30/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
1/31/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/1/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/2/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/3/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/4/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/5/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/6/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/7/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/8/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/9/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/10/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/11/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/12/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/13/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/14/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/15/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/16/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/17/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/18/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/19/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/20/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/21/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/22/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/23/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/24/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/25/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/26/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/27/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/28/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
2/29/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/1/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/2/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/3/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/4/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/5/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/6/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/7/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/8/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/9/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/10/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/11/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/12/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/13/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/14/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/15/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/16/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/17/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
3/18/2020,Angola,,-11.2027,17.8739,0,0,0,Angola
