"Date","Territory","target","cases","Recover"
2020-01-22,"Luxembourg",0,0,0
2020-01-22,"Madagascar",0,0,0
2020-01-22,"Malawi",0,0,0
2020-01-22,"Malaysia",0,0,0
2020-01-22,"Maldives",0,0,0
2020-01-22,"Mali",0,0,0
2020-01-22,"Malta",0,0,0
2020-01-22,"Mauritania",0,0,0
2020-01-22,"Mauritius",0,0,0
2020-01-22,"Mexico",0,0,0
2020-01-22,"Monaco",0,0,0
2020-01-22,"Mongolia",0,0,0
2020-01-22,"Montenegro",0,0,0
2020-01-22,"Morocco",0,0,0
2020-01-22,"Mozambique",0,0,0
2020-01-22,"Myanmar",0,0,0
2020-01-22,"Namibia",0,0,0
2020-01-22,"Nepal",0,0,0
2020-01-22,"Netherlands (the)",0,0,0
2020-01-22,"New Zealand",0,0,0
2020-01-22,"Nicaragua",0,0,0
2020-01-22,"Niger (the)",0,0,0
2020-01-22,"Nigeria",0,0,0
2020-01-22,"North Macedonia",0,0,0
2020-01-22,"Norway",0,0,0
2020-01-22,"Oman",0,0,0
2020-01-22,"Pakistan",0,0,0
2020-01-22,"Panama",0,0,0
2020-01-22,"Papua New Guinea",0,0,0
2020-01-22,"Paraguay",0,0,0
2020-01-22,"Peru",0,0,0
2020-01-22,"Philippines (the)",0,0,0
2020-01-22,"Poland",0,0,0
2020-01-22,"Portugal",0,0,0
2020-01-22,"Qatar",0,0,0
2020-01-22,"Republic of Moldova (the)",0,0,0
2020-01-22,"Romania",0,0,0
2020-01-22,"Russian Federation (the)",0,0,0
2020-01-22,"Rwanda",0,0,0
2020-01-22,"Saint Kitts and Nevis",0,0,0
2020-01-22,"Saint Lucia",0,0,0
2020-01-22,"Saint Vincent and the Grenadines",0,0,0
2020-01-22,"San Marino",0,0,0
2020-01-22,"Sao Tome and Principe",0,0,0
2020-01-22,"Saudi Arabia",0,0,0
2020-01-22,"Senegal",0,0,0
2020-01-22,"Serbia",0,0,0
2020-01-22,"Seychelles",0,0,0
2020-01-22,"Sierra Leone",0,0,0
2020-01-22,"Singapore",0,0,0
2020-01-22,"Slovakia",0,0,0
2020-01-22,"Slovenia",0,0,0
2020-01-22,"Somalia",0,0,0
2020-01-22,"South Africa",0,0,0
2020-01-22,"South Sudan",0,0,0
2020-01-22,"Spain",0,0,0
2020-01-22,"Sri Lanka",0,0,0
2020-01-22,"Sudan",0,0,0
2020-01-22,"Suriname",0,0,0
2020-01-22,"Sweden",0,0,0
2020-01-22,"Switzerland",0,0,0
2020-01-22,"Syrian Arab Republic (the)",0,0,0
2020-01-22,"Taiwan",0,1,0
2020-01-22,"Thailand",0,2,0
2020-01-22,"Timor-Leste",0,0,0
2020-01-22,"Togo",0,0,0
2020-01-22,"Trinidad and Tobago",0,0,0
2020-01-22,"Tunisia",0,0,0
2020-01-22,"Turkey",0,0,0
2020-01-22,"Uganda",0,0,0
2020-01-22,"Ukraine",0,0,0
2020-01-22,"United Arab Emirates (the)",0,0,0
2020-01-22,"United Kingdom of Great Britain and Northern Ireland (the)",0,0,0
2020-01-22,"United Republic of Tanzania (the)",0,0,0
2020-01-22,"United States of America (the)",0,1,0
2020-01-22,"Uruguay",0,0,0
2020-01-22,"Uzbekistan",0,0,0
2020-01-22,"Venezuela (Bolivarian Republic of)",0,0,0
2020-01-22,"Viet Nam",0,0,0
2020-01-22,"Yemen",0,0,0
2020-01-22,"Zambia",0,0,0
2020-01-22,"Zimbabwe",0,0,0
2020-01-23,"Afghanistan",0,0,0
2020-01-23,"Albania",0,0,0
2020-01-23,"Algeria",0,0,0
2020-01-23,"Andorra",0,0,0
2020-01-23,"Angola",0,0,0
2020-01-23,"Antigua and Barbuda",0,0,0
2020-01-23,"Argentina",0,0,0
2020-01-23,"Armenia",0,0,0
2020-01-23,"Australia",0,0,0
2020-01-23,"Austria",0,0,0
2020-01-23,"Azerbaijan",0,0,0
2020-01-23,"Bahamas, The",0,0,0
2020-01-23,"Bahrain",0,0,0
2020-01-23,"Bangladesh",0,0,0
2020-01-23,"Barbados",0,0,0
2020-01-23,"Belarus",0,0,0
2020-01-23,"Belgium",0,0,0
2020-01-23,"Belize",0,0,0
2020-01-23,"Benin",0,0,0
2020-01-23,"Bhutan",0,0,0
2020-01-23,"Bolivia (Plurinational State of)",0,0,0
2020-01-23,"Bosnia and Herzegovina",0,0,0
2020-01-23,"Botswana",0,0,0
2020-01-23,"Brazil",0,0,0
2020-01-23,"Brunei Darussalam",0,0,0
2020-01-23,"Bulgaria",0,0,0
2020-01-23,"Burkina Faso",0,0,0
2020-01-23,"Burundi",0,0,0
2020-01-23,"Cabo Verde",0,0,0
2020-01-23,"Cambodia",0,0,0
2020-01-23,"Cameroon",0,0,0
2020-01-23,"Canada",0,0,0
2020-01-23,"Central African Republic (the)",0,0,0
2020-01-23,"Chad",0,0,0
2020-01-23,"Chile",0,0,0
2020-01-23,"China",18,643,30
2020-01-23,"Colombia",0,0,0
2020-01-23,"Congo (the)",0,0,0
2020-01-23,"Costa Rica",0,0,0
2020-01-23,"Côte d'Ivoire",0,0,0
2020-01-23,"Croatia",0,0,0
2020-01-23,"Cuba",0,0,0
2020-01-23,"Cyprus",0,0,0
2020-01-23,"Czechia",0,0,0
2020-01-23,"Democratic People's Republic of Korea (the)",0,1,0
2020-01-23,"Democratic Republic of the Congo (the)",0,0,0
2020-01-23,"Denmark",0,0,0
2020-01-23,"Djibouti",0,0,0
2020-01-23,"Dominica",0,0,0
2020-01-23,"Dominican Republic (the)",0,0,0
2020-01-23,"Ecuador",0,0,0
2020-01-23,"Egypt",0,0,0
2020-01-23,"El Salvador",0,0,0
2020-01-23,"Equatorial Guinea",0,0,0
2020-01-23,"Eritrea",0,0,0
2020-01-23,"Estonia",0,0,0
2020-01-23,"Eswatini",0,0,0
2020-01-23,"Ethiopia",0,0,0
2020-01-23,"Fiji",0,0,0
2020-01-23,"Finland",0,0,0
2020-01-23,"France",0,0,0
2020-01-23,"Gabon",0,0,0
2020-01-23,"Gambia, The",0,0,0
2020-01-23,"Georgia",0,0,0
2020-01-23,"Germany",0,0,0
2020-01-23,"Ghana",0,0,0
2020-01-23,"Greece",0,0,0
2020-01-23,"Grenada",0,0,0
2020-01-23,"Guatemala",0,0,0
2020-01-23,"Guinea",0,0,0
2020-01-23,"Guinea-Bissau",0,0,0
2020-01-23,"Guyana",0,0,0
2020-01-23,"Haiti",0,0,0
2020-01-23,"Honduras",0,0,0
2020-01-23,"Hungary",0,0,0
2020-01-23,"Iceland",0,0,0
2020-01-23,"India",0,0,0
2020-01-23,"Indonesia",0,0,0
2020-01-23,"Iran (Islamic Republic of)",0,0,0
2020-01-23,"Iraq",0,0,0
2020-01-23,"Ireland",0,0,0
2020-01-23,"Israel",0,0,0
2020-01-23,"Italy",0,0,0
2020-01-23,"Jamaica",0,0,0
2020-01-23,"Japan",0,2,0
2020-01-23,"Jordan",0,0,0
2020-01-23,"Kazakhstan",0,0,0
2020-01-23,"Kenya",0,0,0
2020-01-23,"Kuwait",0,0,0
2020-01-23,"Kyrgyzstan",0,0,0
2020-01-23,"Latvia",0,0,0
2020-01-23,"Lebanon",0,0,0
2020-01-23,"Liberia",0,0,0
2020-01-23,"Libya",0,0,0
2020-01-23,"Liechtenstein",0,0,0
2020-01-23,"Lithuania",0,0,0
2020-01-23,"Luxembourg",0,0,0
2020-01-23,"Madagascar",0,0,0
2020-01-23,"Malawi",0,0,0
2020-01-23,"Malaysia",0,0,0
2020-01-23,"Maldives",0,0,0
2020-01-23,"Mali",0,0,0
2020-01-23,"Malta",0,0,0
2020-01-23,"Mauritania",0,0,0
2020-01-23,"Mauritius",0,0,0
2020-01-23,"Mexico",0,0,0
2020-01-23,"Monaco",0,0,0
2020-01-23,"Mongolia",0,0,0
2020-01-23,"Montenegro",0,0,0
2020-01-23,"Morocco",0,0,0
2020-01-23,"Mozambique",0,0,0
2020-01-23,"Myanmar",0,0,0
2020-01-23,"Namibia",0,0,0
2020-01-23,"Nepal",0,0,0
2020-01-23,"Netherlands (the)",0,0,0
2020-01-23,"New Zealand",0,0,0
2020-01-23,"Nicaragua",0,0,0
2020-01-23,"Niger (the)",0,0,0
2020-01-23,"Nigeria",0,0,0
2020-01-23,"North Macedonia",0,0,0
2020-01-23,"Norway",0,0,0
2020-01-23,"Oman",0,0,0
2020-01-23,"Pakistan",0,0,0
2020-01-23,"Panama",0,0,0
2020-01-23,"Papua New Guinea",0,0,0
2020-01-23,"Paraguay",0,0,0
2020-01-23,"Peru",0,0,0
2020-01-23,"Philippines (the)",0,0,0
2020-01-23,"Poland",0,0,0
2020-01-23,"Portugal",0,0,0
2020-01-23,"Qatar",0,0,0
2020-01-23,"Republic of Moldova (the)",0,0,0
2020-01-23,"Romania",0,0,0
2020-01-23,"Russian Federation (the)",0,0,0
2020-01-23,"Rwanda",0,0,0
2020-01-23,"Saint Kitts and Nevis",0,0,0
2020-01-23,"Saint Lucia",0,0,0
2020-01-23,"Saint Vincent and the Grenadines",0,0,0
2020-01-23,"San Marino",0,0,0
2020-01-23,"Sao Tome and Principe",0,0,0
2020-01-23,"Saudi Arabia",0,0,0
2020-01-23,"Senegal",0,0,0
2020-01-23,"Serbia",0,0,0
2020-01-23,"Seychelles",0,0,0
2020-01-23,"Sierra Leone",0,0,0
2020-01-23,"Singapore",0,1,0
2020-01-23,"Slovakia",0,0,0
2020-01-23,"Slovenia",0,0,0
2020-01-23,"Somalia",0,0,0
2020-01-23,"South Africa",0,0,0
2020-01-23,"South Sudan",0,0,0
2020-01-23,"Spain",0,0,0
2020-01-23,"Sri Lanka",0,0,0
2020-01-23,"Sudan",0,0,0
2020-01-23,"Suriname",0,0,0
2020-01-23,"Sweden",0,0,0
2020-01-23,"Switzerland",0,0,0
2020-01-23,"Syrian Arab Republic (the)",0,0,0
2020-01-23,"Taiwan",0,1,0
2020-01-23,"Thailand",0,3,0
2020-01-23,"Timor-Leste",0,0,0
2020-01-23,"Togo",0,0,0
2020-01-23,"Trinidad and Tobago",0,0,0
2020-01-23,"Tunisia",0,0,0
2020-01-23,"Turkey",0,0,0
2020-01-23,"Uganda",0,0,0
2020-01-23,"Ukraine",0,0,0
2020-01-23,"United Arab Emirates (the)",0,0,0
2020-01-23,"United Kingdom of Great Britain and Northern Ireland (the)",0,0,0
2020-01-23,"United Republic of Tanzania (the)",0,0,0
2020-01-23,"United States of America (the)",0,1,0
2020-01-23,"Uruguay",0,0,0
2020-01-23,"Uzbekistan",0,0,0
2020-01-23,"Venezuela (Bolivarian Republic of)",0,0,0
2020-01-23,"Viet Nam",0,2,0
2020-01-23,"Yemen",0,0,0
2020-01-23,"Zambia",0,0,0
2020-01-23,"Zimbabwe",0,0,0
2020-01-24,"Afghanistan",0,0,0
2020-01-24,"Albania",0,0,0
2020-01-24,"Algeria",0,0,0
2020-01-24,"Andorra",0,0,0
2020-01-24,"Angola",0,0,0
2020-01-24,"Antigua and Barbuda",0,0,0
2020-01-24,"Argentina",0,0,0
2020-01-24,"Armenia",0,0,0
2020-01-24,"Australia",0,0,0
2020-01-24,"Austria",0,0,0
2020-01-24,"Azerbaijan",0,0,0
2020-01-24,"Bahamas, The",0,0,0
2020-01-24,"Bahrain",0,0,0
2020-01-24,"Bangladesh",0,0,0
2020-01-24,"Barbados",0,0,0
2020-01-24,"Belarus",0,0,0
2020-01-24,"Belgium",0,0,0
2020-01-24,"Belize",0,0,0
2020-01-24,"Benin",0,0,0
2020-01-24,"Bhutan",0,0,0
2020-01-24,"Bolivia (Plurinational State of)",0,0,0
2020-01-24,"Bosnia and Herzegovina",0,0,0
2020-01-24,"Botswana",0,0,0
2020-01-24,"Brazil",0,0,0
2020-01-24,"Brunei Darussalam",0,0,0
2020-01-24,"Bulgaria",0,0,0
2020-01-24,"Burkina Faso",0,0,0
2020-01-24,"Burundi",0,0,0
2020-01-24,"Cabo Verde",0,0,0
2020-01-24,"Cambodia",0,0,0
2020-01-24,"Cameroon",0,0,0
2020-01-24,"Canada",0,0,0
2020-01-24,"Central African Republic (the)",0,0,0
2020-01-24,"Chad",0,0,0
2020-01-24,"Chile",0,0,0
2020-01-24,"China",26,920,36
2020-01-24,"Colombia",0,0,0
2020-01-24,"Congo (the)",0,0,0
2020-01-24,"Costa Rica",0,0,0
2020-01-24,"Côte d'Ivoire",0,0,0
2020-01-24,"Croatia",0,0,0
2020-01-24,"Cuba",0,0,0
2020-01-24,"Cyprus",0,0,0
2020-01-24,"Czechia",0,0,0
2020-01-24,"Democratic People's Republic of Korea (the)",0,2,0
2020-01-24,"Democratic Republic of the Congo (the)",0,0,0
2020-01-24,"Denmark",0,0,0
2020-01-24,"Djibouti",0,0,0
2020-01-24,"Dominica",0,0,0
2020-01-24,"Dominican Republic (the)",0,0,0
2020-01-24,"Ecuador",0,0,0
2020-01-24,"Egypt",0,0,0
2020-01-24,"El Salvador",0,0,0
2020-01-24,"Equatorial Guinea",0,0,0
2020-01-24,"Eritrea",0,0,0
2020-01-24,"Estonia",0,0,0
2020-01-24,"Eswatini",0,0,0
2020-01-24,"Ethiopia",0,0,0
2020-01-24,"Fiji",0,0,0
2020-01-24,"Finland",0,0,0
2020-01-24,"France",0,2,0
2020-01-24,"Gabon",0,0,0
2020-01-24,"Gambia, The",0,0,0
2020-01-24,"Georgia",0,0,0
2020-01-24,"Germany",0,0,0
2020-01-24,"Ghana",0,0,0
2020-01-24,"Greece",0,0,0
2020-01-24,"Grenada",0,0,0
2020-01-24,"Guatemala",0,0,0
2020-01-24,"Guinea",0,0,0
2020-01-24,"Guinea-Bissau",0,0,0
2020-01-24,"Guyana",0,0,0
2020-01-24,"Haiti",0,0,0
2020-01-24,"Honduras",0,0,0
2020-01-24,"Hungary",0,0,0
2020-01-24,"Iceland",0,0,0
2020-01-24,"India",0,0,0
2020-01-24,"Indonesia",0,0,0
2020-01-24,"Iran (Islamic Republic of)",0,0,0
2020-01-24,"Iraq",0,0,0
2020-01-24,"Ireland",0,0,0
2020-01-24,"Israel",0,0,0
2020-01-24,"Italy",0,0,0
2020-01-24,"Jamaica",0,0,0
2020-01-24,"Japan",0,2,0
2020-01-24,"Jordan",0,0,0
2020-01-24,"Kazakhstan",0,0,0
2020-01-24,"Kenya",0,0,0
2020-01-24,"Kuwait",0,0,0
2020-01-24,"Kyrgyzstan",0,0,0
2020-01-24,"Latvia",0,0,0
2020-01-24,"Lebanon",0,0,0
2020-01-24,"Liberia",0,0,0
2020-01-24,"Libya",0,0,0
2020-01-24,"Liechtenstein",0,0,0
2020-01-24,"Lithuania",0,0,0
2020-01-24,"Luxembourg",0,0,0
2020-01-24,"Madagascar",0,0,0
2020-01-24,"Malawi",0,0,0
2020-01-24,"Malaysia",0,0,0
2020-01-24,"Maldives",0,0,0
2020-01-24,"Mali",0,0,0
2020-01-24,"Malta",0,0,0
2020-01-24,"Mauritania",0,0,0
2020-01-24,"Mauritius",0,0,0
2020-01-24,"Mexico",0,0,0
2020-01-24,"Monaco",0,0,0
2020-01-24,"Mongolia",0,0,0
2020-01-24,"Montenegro",0,0,0
2020-01-24,"Morocco",0,0,0
2020-01-24,"Mozambique",0,0,0
2020-01-24,"Myanmar",0,0,0
2020-01-24,"Namibia",0,0,0
2020-01-24,"Nepal",0,0,0
2020-01-24,"Netherlands (the)",0,0,0
2020-01-24,"New Zealand",0,0,0
2020-01-24,"Nicaragua",0,0,0
2020-01-24,"Niger (the)",0,0,0
2020-01-24,"Nigeria",0,0,0
2020-01-24,"North Macedonia",0,0,0
2020-01-24,"Norway",0,0,0
2020-01-24,"Oman",0,0,0
2020-01-24,"Pakistan",0,0,0
2020-01-24,"Panama",0,0,0
2020-01-24,"Papua New Guinea",0,0,0
2020-01-24,"Paraguay",0,0,0
2020-01-24,"Peru",0,0,0
2020-01-24,"Philippines (the)",0,0,0
2020-01-24,"Poland",0,0,0
2020-01-24,"Portugal",0,0,0
2020-01-24,"Qatar",0,0,0
2020-01-24,"Republic of Moldova (the)",0,0,0
2020-01-24,"Romania",0,0,0
2020-01-24,"Russian Federation (the)",0,0,0
2020-01-24,"Rwanda",0,0,0
2020-01-24,"Saint Kitts and Nevis",0,0,0
2020-01-24,"Saint Lucia",0,0,0
2020-01-24,"Saint Vincent and the Grenadines",0,0,0
2020-01-24,"San Marino",0,0,0
2020-01-24,"Sao Tome and Principe",0,0,0
2020-01-24,"Saudi Arabia",0,0,0
2020-01-24,"Senegal",0,0,0
2020-01-24,"Serbia",0,0,0
2020-01-24,"Seychelles",0,0,0
2020-01-24,"Sierra Leone",0,0,0
2020-01-24,"Singapore",0,3,0
2020-01-24,"Slovakia",0,0,0
2020-01-24,"Slovenia",0,0,0
2020-01-24,"Somalia",0,0,0
2020-01-24,"South Africa",0,0,0
2020-01-24,"South Sudan",0,0,0
2020-01-24,"Spain",0,0,0
2020-01-24,"Sri Lanka",0,0,0
2020-01-24,"Sudan",0,0,0
2020-01-24,"Suriname",0,0,0
2020-01-24,"Sweden",0,0,0
2020-01-24,"Switzerland",0,0,0
2020-01-24,"Syrian Arab Republic (the)",0,0,0
2020-01-24,"Taiwan",0,3,0
2020-01-24,"Thailand",0,5,0
2020-01-24,"Timor-Leste",0,0,0
2020-01-24,"Togo",0,0,0
2020-01-24,"Trinidad and Tobago",0,0,0
2020-01-24,"Tunisia",0,0,0
2020-01-24,"Turkey",0,0,0
2020-01-24,"Uganda",0,0,0
2020-01-24,"Ukraine",0,0,0
2020-01-24,"United Arab Emirates (the)",0,0,0
2020-01-24,"United Kingdom of Great Britain and Northern Ireland (the)",0,0,0
2020-01-24,"United Republic of Tanzania (the)",0,0,0
2020-01-24,"United States of America (the)",0,2,0
2020-01-24,"Uruguay",0,0,0
2020-01-24,"Uzbekistan",0,0,0
2020-01-24,"Venezuela (Bolivarian Republic of)",0,0,0
2020-01-24,"Viet Nam",0,2,0
2020-01-24,"Yemen",0,0,0
2020-01-24,"Zambia",0,0,0
2020-01-24,"Zimbabwe",0,0,0
2020-01-25,"Afghanistan",0,0,0
2020-01-25,"Albania",0,0,0
2020-01-25,"Algeria",0,0,0
2020-01-25,"Andorra",0,0,0
2020-01-25,"Angola",0,0,0
2020-01-25,"Antigua and Barbuda",0,0,0
2020-01-25,"Argentina",0,0,0
2020-01-25,"Armenia",0,0,0
2020-01-25,"Australia",0,0,0
2020-01-25,"Austria",0,0,0
2020-01-25,"Azerbaijan",0,0,0
2020-01-25,"Bahamas, The",0,0,0
2020-01-25,"Bahrain",0,0,0
2020-01-25,"Bangladesh",0,0,0
2020-01-25,"Barbados",0,0,0
2020-01-25,"Belarus",0,0,0
2020-01-25,"Belgium",0,0,0
2020-01-25,"Belize",0,0,0
2020-01-25,"Benin",0,0,0
2020-01-25,"Bhutan",0,0,0
2020-01-25,"Bolivia (Plurinational State of)",0,0,0
2020-01-25,"Bosnia and Herzegovina",0,0,0
2020-01-25,"Botswana",0,0,0
2020-01-25,"Brazil",0,0,0
2020-01-25,"Brunei Darussalam",0,0,0
2020-01-25,"Bulgaria",0,0,0
2020-01-25,"Burkina Faso",0,0,0
2020-01-25,"Burundi",0,0,0
2020-01-25,"Cabo Verde",0,0,0
2020-01-25,"Cambodia",0,0,0
2020-01-25,"Cameroon",0,0,0
2020-01-25,"Canada",0,0,0
2020-01-25,"Central African Republic (the)",0,0,0
2020-01-25,"Chad",0,0,0
2020-01-25,"Chile",0,0,0
2020-01-25,"China",42,1406,39
2020-01-25,"Colombia",0,0,0
2020-01-25,"Congo (the)",0,0,0
2020-01-25,"Costa Rica",0,0,0
2020-01-25,"Côte d'Ivoire",0,0,0
2020-01-25,"Croatia",0,0,0
2020-01-25,"Cuba",0,0,0
2020-01-25,"Cyprus",0,0,0
2020-01-25,"Czechia",0,0,0
2020-01-25,"Democratic People's Republic of Korea (the)",0,2,0
2020-01-25,"Democratic Republic of the Congo (the)",0,0,0
2020-01-25,"Denmark",0,0,0
2020-01-25,"Djibouti",0,0,0
2020-01-25,"Dominica",0,0,0
2020-01-25,"Dominican Republic (the)",0,0,0
2020-01-25,"Ecuador",0,0,0
2020-01-25,"Egypt",0,0,0
2020-01-25,"El Salvador",0,0,0
2020-01-25,"Equatorial Guinea",0,0,0
2020-01-25,"Eritrea",0,0,0
2020-01-25,"Estonia",0,0,0
2020-01-25,"Eswatini",0,0,0
2020-01-25,"Ethiopia",0,0,0
2020-01-25,"Fiji",0,0,0
2020-01-25,"Finland",0,0,0
2020-01-25,"France",0,3,0
2020-01-25,"Gabon",0,0,0
2020-01-25,"Gambia, The",0,0,0
2020-01-25,"Georgia",0,0,0
2020-01-25,"Germany",0,0,0
2020-01-25,"Ghana",0,0,0
2020-01-25,"Greece",0,0,0
2020-01-25,"Grenada",0,0,0
2020-01-25,"Guatemala",0,0,0
2020-01-25,"Guinea",0,0,0
2020-01-25,"Guinea-Bissau",0,0,0
2020-01-25,"Guyana",0,0,0
2020-01-25,"Haiti",0,0,0
2020-01-25,"Honduras",0,0,0
2020-01-25,"Hungary",0,0,0
2020-01-25,"Iceland",0,0,0
2020-01-25,"India",0,0,0
2020-01-25,"Indonesia",0,0,0
2020-01-25,"Iran (Islamic Republic of)",0,0,0
2020-01-25,"Iraq",0,0,0
2020-01-25,"Ireland",0,0,0
2020-01-25,"Israel",0,0,0
2020-01-25,"Italy",0,0,0
2020-01-25,"Jamaica",0,0,0
2020-01-25,"Japan",0,2,0
2020-01-25,"Jordan",0,0,0
2020-01-25,"Kazakhstan",0,0,0
2020-01-25,"Kenya",0,0,0
2020-01-25,"Kuwait",0,0,0
2020-01-25,"Kyrgyzstan",0,0,0
2020-01-25,"Latvia",0,0,0
2020-01-25,"Lebanon",0,0,0
2020-01-25,"Liberia",0,0,0
2020-01-25,"Libya",0,0,0
2020-01-25,"Liechtenstein",0,0,0
2020-01-25,"Lithuania",0,0,0
2020-01-25,"Luxembourg",0,0,0
2020-01-25,"Madagascar",0,0,0
2020-01-25,"Malawi",0,0,0
2020-01-25,"Malaysia",0,3,0
2020-01-25,"Maldives",0,0,0
2020-01-25,"Mali",0,0,0
2020-01-25,"Malta",0,0,0
2020-01-25,"Mauritania",0,0,0
2020-01-25,"Mauritius",0,0,0
2020-01-25,"Mexico",0,0,0
2020-01-25,"Monaco",0,0,0
2020-01-25,"Mongolia",0,0,0
2020-01-25,"Montenegro",0,0,0
2020-01-25,"Morocco",0,0,0
2020-01-25,"Mozambique",0,0,0
2020-01-25,"Myanmar",0,0,0
2020-01-25,"Namibia",0,0,0
2020-01-25,"Nepal",0,1,0
2020-01-25,"Netherlands (the)",0,0,0
2020-01-25,"New Zealand",0,0,0
2020-01-25,"Nicaragua",0,0,0
2020-01-25,"Niger (the)",0,0,0
2020-01-25,"Nigeria",0,0,0
2020-01-25,"North Macedonia",0,0,0
2020-01-25,"Norway",0,0,0
2020-01-25,"Oman",0,0,0
2020-01-25,"Pakistan",0,0,0
2020-01-25,"Panama",0,0,0
2020-01-25,"Papua New Guinea",0,0,0
2020-01-25,"Paraguay",0,0,0
2020-01-25,"Peru",0,0,0
2020-01-25,"Philippines (the)",0,0,0
2020-01-25,"Poland",0,0,0
2020-01-25,"Portugal",0,0,0
2020-01-25,"Qatar",0,0,0
2020-01-25,"Republic of Moldova (the)",0,0,0
2020-01-25,"Romania",0,0,0
2020-01-25,"Russian Federation (the)",0,0,0
2020-01-25,"Rwanda",0,0,0
2020-01-25,"Saint Kitts and Nevis",0,0,0
2020-01-25,"Saint Lucia",0,0,0
2020-01-25,"Saint Vincent and the Grenadines",0,0,0
2020-01-25,"San Marino",0,0,0
2020-01-25,"Sao Tome and Principe",0,0,0
2020-01-25,"Saudi Arabia",0,0,0
2020-01-25,"Senegal",0,0,0
2020-01-25,"Serbia",0,0,0
2020-01-25,"Seychelles",0,0,0
2020-01-25,"Sierra Leone",0,0,0
2020-01-25,"Singapore",0,3,0
2020-01-25,"Slovakia",0,0,0
